number,value,params,datetime_start
201,0.49190817873335496,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.3519176845833316, 'lambda_sparse': 5.986734675341059e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04935632278583045, 'weight_decay': 1.3624142495856071e-05, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 55, 'batch_size': 512}",2025-09-19 11:19:44.957711
202,0.4902266495637189,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.3615603773013487, 'lambda_sparse': 6.4444840461416695e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04973412187920813, 'weight_decay': 1.3525867186227946e-05, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 53, 'batch_size': 512}",2025-09-19 11:23:53.456842
203,0.47027311711737907,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.320043224312185, 'lambda_sparse': 7.80957413191557e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.041774946657630166, 'weight_decay': 1.485547853870544e-05, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 54, 'batch_size': 512}",2025-09-19 11:28:43.362458
204,0.48905834004528764,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.4162892205981406, 'lambda_sparse': 5.626989201629801e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04990800696690939, 'weight_decay': 1.2731573629465775e-05, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 55, 'batch_size': 512}",2025-09-19 11:33:28.766902
205,0.49247537384578227,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.383499144734217, 'lambda_sparse': 5.656588863188366e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04567725055302849, 'weight_decay': 1.0888687878350036e-05, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 56, 'batch_size': 512}",2025-09-19 11:41:36.729907
206,0.46452504926780014,"{'n_d_a': 8, 'n_steps': 7, 'gamma': 2.383063578772103, 'lambda_sparse': 5.3043413199678375e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04492897834214349, 'weight_decay': 8.993068757232641e-06, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 56, 'batch_size': 512}",2025-09-19 11:46:51.688338
207,0.46735927421316353,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.2906553292504688, 'lambda_sparse': 4.674154438571244e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04120614838854002, 'weight_decay': 1.084868670612505e-05, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 54, 'batch_size': 512}",2025-09-19 11:53:40.302367
208,0.48782566552407136,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.3299576659958503, 'lambda_sparse': 4.067725860578129e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.03808549695037563, 'weight_decay': 9.975208818368157e-06, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 55, 'batch_size': 512}",2025-09-19 11:56:57.639621
209,0.4943921746038697,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.255022448362361, 'lambda_sparse': 6.146297943892449e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04520784995195536, 'weight_decay': 1.1684586822030783e-05, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 53, 'batch_size': 512}",2025-09-19 12:02:15.641908
210,0.48883279029910504,"{'n_d_a': 8, 'n_steps': 3, 'gamma': 2.2464924828458552, 'lambda_sparse': 5.957545797156308e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04576469435715363, 'weight_decay': 1.1755259292108148e-05, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 57, 'batch_size': 512}",2025-09-19 12:10:27.187718
211,0.489590288669601,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.1957812077397234, 'lambda_sparse': 8.302931797542999e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04225809747086206, 'weight_decay': 9.385293639046567e-06, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 53, 'batch_size': 512}",2025-09-19 12:16:03.747568
212,0.48803294407129605,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.364199782287768, 'lambda_sparse': 4.9662088401972976e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04593291375459945, 'weight_decay': 1.6166585902384735e-05, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 52, 'batch_size': 512}",2025-09-19 12:22:26.555198
213,0.4798683890968927,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.4653997018213665, 'lambda_sparse': 1.0216525526338675e-05, 'mask_type': 'sparsemax', 'learning_rate': 0.0402445752822438, 'weight_decay': 1.1094703492165613e-05, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 56, 'batch_size': 512}",2025-09-19 12:25:19.955307
214,0.49030121446585745,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.2804421896077605, 'lambda_sparse': 6.753590683187053e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.043559815287590536, 'weight_decay': 8.253184703300955e-06, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 52, 'batch_size': 512}",2025-09-19 12:28:19.298229
215,0.48011190289776745,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.361693229800368, 'lambda_sparse': 4.348032760170657e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.03613169134081966, 'weight_decay': 1.3935762333417043e-05, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 49, 'batch_size': 512}",2025-09-19 12:31:24.936899
216,0.4930167295645241,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.440401648711556, 'lambda_sparse': 5.340795840014737e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04646218450449583, 'weight_decay': 1.2348572276147316e-05, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 1, 'patience': 54, 'batch_size': 512}",2025-09-19 12:35:58.560185
217,0.4777836838299086,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.0686210034293735, 'lambda_sparse': 5.5465725300891964e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04991190487456443, 'weight_decay': 1.2207788554302153e-05, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 2, 'patience': 54, 'batch_size': 512}",2025-09-19 12:41:00.183106
218,0.49065745837291413,"{'n_d_a': 8, 'n_steps': 3, 'gamma': 2.49844908050645, 'lambda_sparse': 6.461693362489591e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.045927589460601465, 'weight_decay': 1.515344884002099e-05, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 4, 'patience': 58, 'batch_size': 512}",2025-09-19 12:46:23.396420
219,0.4904110012088516,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.329980952554803, 'lambda_sparse': 4.866696364992559e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04663251562782004, 'weight_decay': 1.7556125167394007e-05, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 1, 'patience': 55, 'batch_size': 512}",2025-09-19 12:54:24.572534
220,0.47616758111598484,"{'n_d_a': 8, 'n_steps': 6, 'gamma': 2.428419441353782, 'lambda_sparse': 5.89274502638673e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.043273459177495505, 'weight_decay': 1.0691714225876812e-05, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 5, 'patience': 56, 'batch_size': 512}",2025-09-19 12:57:34.022736
221,0.4906678343457476,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.449714970663143, 'lambda_sparse': 3.6946902204948083e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.03969954860699892, 'weight_decay': 1.0003600781319559e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 53, 'batch_size': 512}",2025-09-19 13:16:47.459015
222,0.4656958017250921,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.3947748276272622, 'lambda_sparse': 3.136613707083197e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.040719327561733215, 'weight_decay': 1.2547886149281116e-05, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 1, 'patience': 51, 'batch_size': 512}",2025-09-19 13:30:53.065407
223,0.4885983772992291,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.4826235306527664, 'lambda_sparse': 4.369075845462388e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.037359003848679365, 'weight_decay': 1.4182782392198789e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 1, 'patience': 54, 'batch_size': 512}",2025-09-19 13:37:51.903328
224,0.48860383755856257,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.51617565751778, 'lambda_sparse': 3.4751549364603126e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04584710077315612, 'weight_decay': 1.121930016365472e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 4, 'patience': 58, 'batch_size': 512}",2025-09-19 13:44:56.193233
225,0.47822981400642184,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.4282678403894757, 'lambda_sparse': 5.300089364022099e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.042024872893627115, 'weight_decay': 1.5656314409509997e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 2, 'patience': 51, 'batch_size': 512}",2025-09-19 13:50:22.042349
226,0.4917483935869032,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.295533615816575, 'lambda_sparse': 4.0408536788242025e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.010738921922806066, 'weight_decay': 9.010317845571852e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 55, 'batch_size': 512}",2025-09-19 13:54:34.393723
227,0.46020147143225015,"{'n_d_a': 8, 'n_steps': 8, 'gamma': 2.2850569899345885, 'lambda_sparse': 4.339873414402956e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04680198386382723, 'weight_decay': 1.286455809140697e-05, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 55, 'batch_size': 512}",2025-09-19 14:04:59.018820
228,0.4916760022811582,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.2411600037399197, 'lambda_sparse': 4.935075433460592e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04990421078536224, 'weight_decay': 9.658398749500812e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 5, 'patience': 57, 'batch_size': 512}",2025-09-19 14:13:36.759482
229,0.48957535648331124,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.181285296867407, 'lambda_sparse': 1.2816719604913418e-05, 'mask_type': 'sparsemax', 'learning_rate': 0.04921280172712098, 'weight_decay': 9.361368838685104e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 57, 'batch_size': 512}",2025-09-19 14:23:20.962638
230,0.46219912723938156,"{'n_d_a': 8, 'n_steps': 3, 'gamma': 2.2668419343090918, 'lambda_sparse': 7.468381141718679e-06, 'mask_type': 'entmax', 'learning_rate': 0.004800367246999151, 'weight_decay': 1.1462963827365561e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 59, 'batch_size': 512}",2025-09-19 14:30:41.409998
231,0.4543619263278293,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.2294613316532272, 'lambda_sparse': 3.897643935771057e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.003402827350471454, 'weight_decay': 1.0252248160027725e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 5, 'patience': 57, 'batch_size': 512}",2025-09-19 14:36:59.125437
232,0.4731804725615218,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.3106004818869113, 'lambda_sparse': 4.93393327936454e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04977287245548026, 'weight_decay': 9.625569690399732e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 5, 'patience': 56, 'batch_size': 512}",2025-09-19 14:44:29.654955
233,0.4918215887250598,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.3444283296169393, 'lambda_sparse': 4.9732110225481e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04416762454703801, 'weight_decay': 1.923182538170659e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 5, 'patience': 31, 'batch_size': 512}",2025-09-19 14:49:36.976164
234,0.46508832332436584,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.2492581915366956, 'lambda_sparse': 6.020548283812638e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04452090115916495, 'weight_decay': 2.7739297186211554e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 5, 'patience': 54, 'batch_size': 512}",2025-09-19 14:55:16.945503
235,0.487151496139814,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.352671280283697, 'lambda_sparse': 5.479975325109116e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04423916002988344, 'weight_decay': 1.711456027286267e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 5, 'patience': 58, 'batch_size': 512}",2025-09-19 15:00:14.115434
236,0.49085734244346857,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.299662826684978, 'lambda_sparse': 4.655914451360228e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.046486961300783634, 'weight_decay': 1.0588210038260244e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 5, 'patience': 55, 'batch_size': 512}",2025-09-19 15:08:13.754404
237,0.48040716000516825,"{'n_d_a': 4, 'n_steps': 9, 'gamma': 2.2082425344230328, 'lambda_sparse': 6.83166983876068e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.011780642968849958, 'weight_decay': 1.7900047415827188e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 5, 'patience': 30, 'batch_size': 512}",2025-09-19 15:17:13.756882
238,0.4604397585630915,"{'n_d_a': 36, 'n_steps': 3, 'gamma': 2.3389697530646294, 'lambda_sparse': 5.33000571436932e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04202638756994435, 'weight_decay': 3.6171628838644505e-06, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 5, 'patience': 25, 'batch_size': 1024}",2025-09-19 15:32:37.627958
239,0.4883090118240229,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.371807649908555, 'lambda_sparse': 4.598565314500692e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04973907376328196, 'weight_decay': 1.436225093665395e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 5, 'patience': 53, 'batch_size': 512}",2025-09-19 15:33:51.634757
240,0.4758497910259998,"{'n_d_a': 8, 'n_steps': 3, 'gamma': 2.245143459870855, 'lambda_sparse': 4.070408142797195e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.03918744326901333, 'weight_decay': 1.3360591189100518e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 5, 'patience': 32, 'batch_size': 512}",2025-09-19 15:46:23.456543
241,0.4861868147154569,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.3862848310042155, 'lambda_sparse': 3.619190641113867e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04359705399428918, 'weight_decay': 1.3015973839786154e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 56, 'batch_size': 512}",2025-09-19 15:48:55.087351
242,0.45961904283637933,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.3133250313000056, 'lambda_sparse': 2.452293978868785e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.03717426505274742, 'weight_decay': 1.1622104014619512e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 55, 'batch_size': 512}",2025-09-19 15:53:08.105903
243,0.456403511745253,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.530771992999897, 'lambda_sparse': 5.511487570686524e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.045774720964361706, 'weight_decay': 8.595263834053097e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 57, 'batch_size': 512}",2025-09-19 15:57:49.065472
244,0.44074773912098353,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.4805167907500163, 'lambda_sparse': 4.33729097766378e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04275013019100011, 'weight_decay': 1.7241432224194262e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 57, 'batch_size': 512}",2025-09-19 16:02:25.856905
245,0.46201875584587476,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.419001936314753, 'lambda_sparse': 6.18109591829141e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.007773278477152244, 'weight_decay': 2.1493797067419576e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 56, 'batch_size': 512}",2025-09-19 16:05:56.878431
246,0.4809769783088,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.5910184650068797, 'lambda_sparse': 3.3582805337834675e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.010604950322527985, 'weight_decay': 1.6582337933995286e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 59, 'batch_size': 512}",2025-09-19 16:12:20.906358
247,0.46192823279088996,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.2854385385719773, 'lambda_sparse': 2.7823068594607904e-05, 'mask_type': 'sparsemax', 'learning_rate': 0.03458914089150478, 'weight_decay': 1.0396225824144454e-05, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 54, 'batch_size': 512}",2025-09-19 16:20:44.375388
248,0.49128038037995775,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.345592721992585, 'lambda_sparse': 4.820416028283902e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.03921208435892588, 'weight_decay': 7.781236750128783e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 5, 'patience': 58, 'batch_size': 512}",2025-09-19 16:30:21.000526
249,0.4893997788743362,"{'n_d_a': 8, 'n_steps': 3, 'gamma': 2.4707474728319685, 'lambda_sparse': 3.911510901673274e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04638769765819001, 'weight_decay': 1.9178916810037724e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 59, 'batch_size': 512}",2025-09-19 16:37:57.008439
250,0.4929125069931479,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.3842727120817493, 'lambda_sparse': 2.146933912139861e-06, 'mask_type': 'entmax', 'learning_rate': 0.041901543639973136, 'weight_decay': 1.5096716547272406e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 55, 'batch_size': 512}",2025-09-19 16:46:00.936347
251,0.48873048670453406,"{'n_d_a': 8, 'n_steps': 3, 'gamma': 2.3899913182586463, 'lambda_sparse': 1.8648404129078567e-06, 'mask_type': 'entmax', 'learning_rate': 0.04196862886117601, 'weight_decay': 1.509484547999518e-05, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 37, 'batch_size': 512}",2025-09-19 16:53:54.618863
252,0.48451691359583354,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.318600638098385, 'lambda_sparse': 2.2038220452928225e-06, 'mask_type': 'entmax', 'learning_rate': 0.04664776975682691, 'weight_decay': 1.7915007827131484e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 53, 'batch_size': 512}",2025-09-19 16:57:47.897794
253,0.48057462177863614,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.368153628154556, 'lambda_sparse': 2.6970057691647033e-06, 'mask_type': 'entmax', 'learning_rate': 0.04973057271570743, 'weight_decay': 1.3472269490682099e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 2, 'patience': 55, 'batch_size': 512}",2025-09-19 17:07:43.301753
254,0.48623827126182784,"{'n_d_a': 40, 'n_steps': 3, 'gamma': 2.271034192246579, 'lambda_sparse': 1.8897357004268736e-05, 'mask_type': 'entmax', 'learning_rate': 0.042882475545250244, 'weight_decay': 1.2140341234227141e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 54, 'batch_size': 512}",2025-09-19 17:17:26.012528
255,0.4620672058594712,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.809106184163832, 'lambda_sparse': 6.567325854726084e-05, 'mask_type': 'entmax', 'learning_rate': 0.03874621873213326, 'weight_decay': 1.6136862333921554e-05, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 1, 'patience': 56, 'batch_size': 512}",2025-09-19 17:21:45.396832
256,0.48247095704715837,"{'n_d_a': 4, 'n_steps': 6, 'gamma': 2.5364525868214183, 'lambda_sparse': 1.934519455565663e-06, 'mask_type': 'entmax', 'learning_rate': 0.00595862497584255, 'weight_decay': 1.511582480545294e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 2, 'n_shared': 3, 'patience': 58, 'batch_size': 512}",2025-09-19 17:24:26.928149
257,0.47233613729237645,"{'n_d_a': 20, 'n_steps': 3, 'gamma': 2.4132220101103043, 'lambda_sparse': 2.1761067972814337e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.014896118653194903, 'weight_decay': 9.733713122981343e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 53, 'batch_size': 512}",2025-09-19 17:43:35.306681
258,0.48106644073441895,"{'n_d_a': 8, 'n_steps': 3, 'gamma': 2.3373663244034404, 'lambda_sparse': 1.6365475565210568e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.045804795878490456, 'weight_decay': 1.4163074382342889e-05, 'virtual_batch_size': 256, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 55, 'batch_size': 512}",2025-09-19 17:55:21.494238
259,0.4864402996384065,"{'n_d_a': 4, 'n_steps': 3, 'gamma': 2.5848013916092203, 'lambda_sparse': 6.013438155074982e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.04081583915213029, 'weight_decay': 1.3071815397728813e-05, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 3, 'patience': 60, 'batch_size': 512}",2025-09-19 18:01:55.357528
260,0.4678568127287983,"{'n_d_a': 60, 'n_steps': 3, 'gamma': 2.1371891760659314, 'lambda_sparse': 2.4419783982207604e-06, 'mask_type': 'sparsemax', 'learning_rate': 0.018856156352869673, 'weight_decay': 9.090936186373789e-06, 'virtual_batch_size': 128, 'cat_emb_dim': 3, 'n_independent': 4, 'n_shared': 4, 'patience': 57, 'batch_size': 512}",2025-09-19 18:12:58.052916
